"level_0";"index";"Airline";"Date_of_Journey";"Source";"Destination";"Dep_Time";"Duration";"Total_Stops";"Additional_Info";"Price";"departure";"duration_mins";"arrival"
156;156;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"7:00";"11h 25m";"1 stop";"No info";26890;"2019-01-03 07:00:00";685;"2019-01-03 18:25:00"
157;157;"Air India";"2019-01-03";"Mumbai";"Hyderabad";"15:00";"1h 25m";"non-stop";"No info";6092;"2019-01-03 15:00:00";85;"2019-01-03 16:25:00"
158;158;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"22:50";"25h 55m";"1 stop";"No info";26890;"2019-01-03 22:50:00";1555;"2019-01-05 00:45:00"
159;159;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"16:50";"4h 45m";"1 stop";"No info";13302;"2019-01-03 16:50:00";285;"2019-01-03 21:35:00"
160;160;"SpiceJet";"2019-01-03";"Mumbai";"Hyderabad";"5:45";"1h 20m";"non-stop";"No info";12475;"2019-01-03 05:45:00";80;"2019-01-03 07:05:00"
161;161;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"8:00";"21h 5m";"1 stop";"No info";22270;"2019-01-03 08:00:00";1265;"2019-01-04 05:05:00"
162;162;"Jet Airways Business";"2019-01-03";"Banglore";"New Delhi";"5:45";"5h 40m";"1 stop";"Business class";79512;"2019-01-03 05:45:00";340;"2019-01-03 11:25:00"
163;163;"Multiple carriers";"2019-01-03";"Delhi";"Cochin";"0:20";"15h 10m";"1 stop";"No info";23170;"2019-01-03 00:20:00";910;"2019-01-03 15:30:00"
164;164;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"5:45";"13h 25m";"1 stop";"No info";27992;"2019-01-03 05:45:00";805;"2019-01-03 19:10:00"
165;165;"IndiGo";"2019-01-03";"Kolkata";"Banglore";"21:25";"2h 40m";"non-stop";"No info";4778;"2019-01-03 21:25:00";160;"2019-01-04 00:05:00"
166;166;"Air Asia";"2019-01-03";"Banglore";"New Delhi";"23:25";"2h 45m";"non-stop";"Red-eye flight";10873;"2019-01-03 23:25:00";165;"2019-01-04 02:10:00"
167;167;"SpiceJet";"2019-01-03";"Chennai";"Kolkata";"17:45";"2h 20m";"non-stop";"No info";7718;"2019-01-03 17:45:00";140;"2019-01-03 20:05:00"
168;168;"Air India";"2019-01-03";"Banglore";"New Delhi";"22:00";"25h 20m";"1 stop";"Change airports";14305;"2019-01-03 22:00:00";1520;"2019-01-04 23:20:00"
169;169;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"13:40";"4h 55m";"1 stop";"No info";8707;"2019-01-03 13:40:00";295;"2019-01-03 18:35:00"
170;170;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"22:50";"20h 20m";"1 stop";"No info";25735;"2019-01-03 22:50:00";1220;"2019-01-04 19:10:00"
171;171;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"16:55";"7h 50m";"1 stop";"No info";26890;"2019-01-03 16:55:00";470;"2019-01-04 00:45:00"
172;172;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"5:50";"6h 30m";"1 stop";"Business class";28097;"2019-01-03 05:50:00";390;"2019-01-03 12:20:00"
173;173;"Air India";"2019-01-03";"Banglore";"New Delhi";"11:05";"8h 45m";"1 stop";"1 Long layover";14594;"2019-01-03 11:05:00";525;"2019-01-03 19:50:00"
174;174;"Air India";"2019-01-03";"Kolkata";"Banglore";"14:15";"2h 30m";"non-stop";"No info";6535;"2019-01-03 14:15:00";150;"2019-01-03 16:45:00"
175;175;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"8:30";"3h";"non-stop";"No info";10067;"2019-01-03 08:30:00";180;"2019-01-03 11:30:00"
176;176;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"11:40";"21h 20m";"1 stop";"No info";20800;"2019-01-03 11:40:00";1280;"2019-01-04 09:00:00"
177;177;"IndiGo";"2019-01-03";"Kolkata";"Banglore";"9:35";"2h 45m";"non-stop";"No info";6565;"2019-01-03 09:35:00";165;"2019-01-03 12:20:00"
178;178;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"7:00";"8h 15m";"1 stop";"No info";26890;"2019-01-03 07:00:00";495;"2019-01-03 15:15:00"
179;179;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"8:55";"12h 25m";"1 stop";"1 Long layover";27992;"2019-01-03 08:55:00";745;"2019-01-03 21:20:00"
180;180;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"11:40";"9h 40m";"1 stop";"1 Long layover";27992;"2019-01-03 11:40:00";580;"2019-01-03 21:20:00"
181;181;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"18:25";"2h 55m";"non-stop";"No info";12649;"2019-01-03 18:25:00";175;"2019-01-03 21:20:00"
182;182;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"18:40";"14h 20m";"1 stop";"No info";31825;"2019-01-03 18:40:00";860;"2019-01-04 09:00:00"
183;183;"Air India";"2019-01-03";"Banglore";"New Delhi";"8:50";"14h 35m";"2 stops";"1 Short layover";26743;"2019-01-03 08:50:00";875;"2019-01-03 23:25:00"
184;184;"SpiceJet";"2019-01-03";"Mumbai";"Hyderabad";"22:45";"1h 25m";"non-stop";"No info";11005;"2019-01-03 22:45:00";85;"2019-01-04 00:10:00"
185;185;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"7:30";"4h 50m";"1 stop";"No info";8110;"2019-01-03 07:30:00";290;"2019-01-03 12:20:00"
186;186;"Jet Airways Business";"2019-01-03";"Banglore";"New Delhi";"9:45";"4h 40m";"1 stop";"Business class";57209;"2019-01-03 09:45:00";280;"2019-01-03 14:25:00"
187;187;"Air India";"2019-01-03";"Delhi";"Cochin";"23:00";"20h 15m";"1 stop";"No info";27430;"2019-01-03 23:00:00";1215;"2019-01-04 19:15:00"
188;188;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"21:20";"2h 55m";"non-stop";"No info";12649;"2019-01-03 21:20:00";175;"2019-01-04 00:15:00"
189;189;"Multiple carriers";"2019-01-03";"Delhi";"Cochin";"19:00";"6h 35m";"1 stop";"No info";23533;"2019-01-03 19:00:00";395;"2019-01-04 01:35:00"
190;190;"Air India";"2019-01-03";"Banglore";"New Delhi";"6:45";"28h 25m";"2 stops";"No info";20999;"2019-01-03 06:45:00";1705;"2019-01-04 11:10:00"
191;191;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"18:40";"6h 5m";"1 stop";"No info";35185;"2019-01-03 18:40:00";365;"2019-01-04 00:45:00"
192;192;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"12:10";"4h 55m";"1 stop";"No info";9694;"2019-01-03 12:10:00";295;"2019-01-03 17:05:00"
193;193;"Air India";"2019-01-03";"Banglore";"New Delhi";"11:50";"12h 5m";"1 stop";"Change airports";26092;"2019-01-03 11:50:00";725;"2019-01-03 23:55:00"
194;194;"Jet Airways";"2019-01-03";"Banglore";"New Delhi";"7:00";"22h 5m";"1 stop";"No info";26890;"2019-01-03 07:00:00";1325;"2019-01-04 05:05:00"
195;195;"Air India";"2019-01-03";"Banglore";"New Delhi";"11:05";"11h 40m";"1 stop";"No info";14069;"2019-01-03 11:05:00";700;"2019-01-03 22:45:00"
196;196;"IndiGo";"2019-01-03";"Chennai";"Kolkata";"5:15";"2h 20m";"non-stop";"No info";7295;"2019-01-03 05:15:00";140;"2019-01-03 07:35:00"
197;197;"Air India";"2019-01-03";"Banglore";"New Delhi";"8:50";"26h 20m";"2 stops";"No info";19372;"2019-01-03 08:50:00";1580;"2019-01-04 11:10:00"
198;198;"IndiGo";"2019-01-03";"Banglore";"New Delhi";"10:05";"2h 55m";"non-stop";"No info";10067;"2019-01-03 10:05:00";175;"2019-01-03 13:00:00"
199;199;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:25";"18h 40m";"1 stop";"No info";11467;"2019-01-04 20:25:00";1120;"2019-01-05 15:05:00"
200;200;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No info";3873;"2019-01-04 22:20:00";140;"2019-01-05 00:40:00"
201;201;"IndiGo";"2019-01-04";"Mumbai";"Hyderabad";"9:10";"1h 30m";"non-stop";"No info";3342;"2019-01-04 09:10:00";90;"2019-01-04 10:40:00"
202;202;"Vistara";"2019-01-04";"Banglore";"Delhi";"9:45";"2h 50m";"non-stop";"No info";5403;"2019-01-04 09:45:00";170;"2019-01-04 12:35:00"
203;203;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"23h 20m";"1 stop";"In-flight meal not included";7064;"2019-01-04 18:55:00";1400;"2019-01-05 18:15:00"
204;204;"Air Asia";"2019-01-04";"Kolkata";"Banglore";"7:35";"11h 50m";"1 stop";"No info";5192;"2019-01-04 07:35:00";710;"2019-01-04 19:25:00"
205;205;"Air India";"2019-01-04";"Kolkata";"Banglore";"5:50";"17h 25m";"2 stops";"No info";11516;"2019-01-04 05:50:00";1045;"2019-01-04 23:15:00"
206;206;"Air India";"2019-01-04";"Kolkata";"Banglore";"10:00";"19h 25m";"2 stops";"No info";12639;"2019-01-04 10:00:00";1165;"2019-01-05 05:25:00"
207;207;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"9:35";"9h 35m";"1 stop";"In-flight meal not included";9314;"2019-01-04 09:35:00";575;"2019-01-04 19:10:00"
208;208;"Air India";"2019-01-04";"Banglore";"Delhi";"21:05";"2h 50m";"non-stop";"No info";4441;"2019-01-04 21:05:00";170;"2019-01-04 23:55:00"
209;209;"Air India";"2019-01-04";"Kolkata";"Banglore";"10:00";"24h 30m";"3 stops";"No info";12954;"2019-01-04 10:00:00";1470;"2019-01-05 10:30:00"
210;210;"IndiGo";"2019-01-04";"Banglore";"Delhi";"0:30";"2h 55m";"non-stop";"No info";4423;"2019-01-04 00:30:00";175;"2019-01-04 03:25:00"
211;211;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"21h 25m";"1 stop";"In-flight meal not included";7064;"2019-01-04 18:55:00";1285;"2019-01-05 16:20:00"
212;212;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"15:15";"2h 55m";"non-stop";"In-flight meal not included";4544;"2019-01-04 15:15:00";175;"2019-01-04 18:10:00"
213;213;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"24h 55m";"1 stop";"In-flight meal not included";7064;"2019-01-04 18:55:00";1495;"2019-01-05 19:50:00"
214;214;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"6:30";"14h 15m";"1 stop";"No info";12681;"2019-01-04 06:30:00";855;"2019-01-04 20:45:00"
215;215;"Air India";"2019-01-04";"Kolkata";"Banglore";"7:00";"22h 25m";"2 stops";"No info";12219;"2019-01-04 07:00:00";1345;"2019-01-05 05:25:00"
216;216;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"6:00";"2h 45m";"non-stop";"No info";7229;"2019-01-04 06:00:00";165;"2019-01-04 08:45:00"
217;217;"Vistara";"2019-01-04";"Banglore";"Delhi";"7:00";"2h 40m";"non-stop";"No info";5403;"2019-01-04 07:00:00";160;"2019-01-04 09:40:00"
218;218;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"6:30";"13h 20m";"1 stop";"No info";12681;"2019-01-04 06:30:00";800;"2019-01-04 19:50:00"
219;219;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"11:10";"2h 55m";"non-stop";"No info";7229;"2019-01-04 11:10:00";175;"2019-01-04 14:05:00"
220;220;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"14:25";"2h 30m";"non-stop";"No info";4174;"2019-01-04 14:25:00";150;"2019-01-04 16:55:00"
221;221;"Vistara";"2019-01-04";"Kolkata";"Banglore";"17:00";"17h 45m";"1 stop";"No info";9187;"2019-01-04 17:00:00";1065;"2019-01-05 10:45:00"
222;222;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"23h 20m";"1 stop";"No info";12681;"2019-01-04 18:55:00";1400;"2019-01-05 18:15:00"
223;223;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"28h 40m";"1 stop";"No info";12681;"2019-01-04 18:55:00";1720;"2019-01-05 23:35:00"
224;224;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"17:45";"3h";"non-stop";"No info";7229;"2019-01-04 17:45:00";180;"2019-01-04 20:45:00"
225;225;"SpiceJet";"2019-01-04";"Delhi";"Cochin";"8:45";"4h 30m";"1 stop";"No info";4812;"2019-01-04 08:45:00";270;"2019-01-04 13:15:00"
226;226;"Jet Airways";"2019-01-04";"Delhi";"Cochin";"17:30";"19h 5m";"1 stop";"In-flight meal not included";5406;"2019-01-04 17:30:00";1145;"2019-01-05 12:35:00"
227;227;"Air India";"2019-01-04";"Kolkata";"Banglore";"20:30";"12h 25m";"1 stop";"No info";7893;"2019-01-04 20:30:00";745;"2019-01-05 08:55:00"
228;228;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:00";"16h";"1 stop";"No info";12681;"2019-01-04 20:00:00";960;"2019-01-05 12:00:00"
229;229;"Vistara";"2019-01-04";"Kolkata";"Banglore";"7:10";"16h 15m";"1 stop";"No info";7927;"2019-01-04 07:10:00";975;"2019-01-04 23:25:00"
230;230;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"14:05";"9h 30m";"1 stop";"No info";13364;"2019-01-04 14:05:00";570;"2019-01-04 23:35:00"
231;231;"GoAir";"2019-01-04";"Delhi";"Cochin";"10:35";"9h";"1 stop";"No info";5281;"2019-01-04 10:35:00";540;"2019-01-04 19:35:00"
232;232;"SpiceJet";"2019-01-04";"Mumbai";"Hyderabad";"5:45";"1h 30m";"non-stop";"No check-in baggage included";1965;"2019-01-04 05:45:00";90;"2019-01-04 07:15:00"
233;233;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"21:10";"11h 5m";"1 stop";"In-flight meal not included";8849;"2019-01-04 21:10:00";665;"2019-01-05 08:15:00"
234;234;"Air India";"2019-01-04";"Kolkata";"Banglore";"19:00";"14h 50m";"1 stop";"No info";4227;"2019-01-04 19:00:00";890;"2019-01-05 09:50:00"
235;235;"Air India";"2019-01-04";"Kolkata";"Banglore";"10:00";"15h 20m";"2 stops";"No info";10408;"2019-01-04 10:00:00";920;"2019-01-05 01:20:00"
236;236;"Jet Airways";"2019-01-04";"Delhi";"Cochin";"16:00";"20h 35m";"1 stop";"In-flight meal not included";5406;"2019-01-04 16:00:00";1235;"2019-01-05 12:35:00"
237;237;"IndiGo";"2019-01-04";"Delhi";"Cochin";"7:35";"4h 35m";"1 stop";"No info";5073;"2019-01-04 07:35:00";275;"2019-01-04 12:10:00"
238;238;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"6:55";"2h 35m";"non-stop";"No info";3873;"2019-01-04 06:55:00";155;"2019-01-04 09:30:00"
239;239;"Air India";"2019-01-04";"Kolkata";"Banglore";"16:45";"30h 30m";"3 stops";"No info";8607;"2019-01-04 16:45:00";1830;"2019-01-05 23:15:00"
240;240;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"9:35";"8h 25m";"1 stop";"No info";11467;"2019-01-04 09:35:00";505;"2019-01-04 18:00:00"
241;241;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"21:10";"7h 30m";"1 stop";"No info";13364;"2019-01-04 21:10:00";450;"2019-01-05 04:40:00"
242;242;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"16:30";"6h 5m";"1 stop";"No info";12681;"2019-01-04 16:30:00";365;"2019-01-04 22:35:00"
243;243;"Air India";"2019-01-04";"Kolkata";"Banglore";"20:30";"26h 45m";"1 stop";"No info";7211;"2019-01-04 20:30:00";1605;"2019-01-05 23:15:00"
244;244;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"18:55";"3h 5m";"non-stop";"No info";7229;"2019-01-04 18:55:00";185;"2019-01-04 22:00:00"
245;245;"Air India";"2019-01-04";"Kolkata";"Banglore";"16:50";"15h 5m";"1 stop";"No info";7893;"2019-01-04 16:50:00";905;"2019-01-05 07:55:00"
246;246;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:00";"20h 20m";"1 stop";"No info";12681;"2019-01-04 20:00:00";1220;"2019-01-05 16:20:00"
247;247;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No info";3873;"2019-01-04 09:00:00";145;"2019-01-04 11:25:00"
248;248;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:25";"13h 20m";"1 stop";"No info";14151;"2019-01-04 20:25:00";800;"2019-01-05 09:45:00"
249;249;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"19:50";"3h";"non-stop";"No info";7229;"2019-01-04 19:50:00";180;"2019-01-04 22:50:00"
250;250;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"14:05";"5h 45m";"1 stop";"No info";13364;"2019-01-04 14:05:00";345;"2019-01-04 19:50:00"
251;251;"Jet Airways";"2019-01-04";"Mumbai";"Hyderabad";"2:55";"1h 25m";"non-stop";"In-flight meal not included";2228;"2019-01-04 02:55:00";85;"2019-01-04 04:20:00"
252;252;"Jet Airways";"2019-01-04";"Mumbai";"Hyderabad";"7:05";"1h 25m";"non-stop";"No info";8040;"2019-01-04 07:05:00";85;"2019-01-04 08:30:00"
253;253;"Air Asia";"2019-01-04";"Kolkata";"Banglore";"22:40";"12h";"1 stop";"No info";5192;"2019-01-04 22:40:00";720;"2019-01-05 10:40:00"
254;254;"IndiGo";"2019-01-04";"Delhi";"Cochin";"6:50";"5h 20m";"1 stop";"No info";5298;"2019-01-04 06:50:00";320;"2019-01-04 12:10:00"
255;255;"Vistara";"2019-01-04";"Kolkata";"Banglore";"7:10";"25h 55m";"1 stop";"No info";7980;"2019-01-04 07:10:00";1555;"2019-01-05 09:05:00"
256;256;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"9:35";"2h 45m";"non-stop";"No info";4174;"2019-01-04 09:35:00";165;"2019-01-04 12:20:00"
257;257;"Air India";"2019-01-04";"Banglore";"Delhi";"17:00";"2h 45m";"non-stop";"No info";5176;"2019-01-04 17:00:00";165;"2019-01-04 19:45:00"
258;258;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"21:10";"12h 10m";"1 stop";"No info";13364;"2019-01-04 21:10:00";730;"2019-01-05 09:20:00"
259;259;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:00";"16h";"1 stop";"In-flight meal not included";7064;"2019-01-04 20:00:00";960;"2019-01-05 12:00:00"
260;260;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"15:10";"5h 20m";"1 stop";"No info";8567;"2019-01-04 15:10:00";320;"2019-01-04 20:30:00"
261;261;"Air India";"2019-01-04";"Kolkata";"Banglore";"19:00";"9h 40m";"1 stop";"No info";4227;"2019-01-04 19:00:00";580;"2019-01-05 04:40:00"
262;262;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"15:55";"5h 30m";"1 stop";"No info";7646;"2019-01-04 15:55:00";330;"2019-01-04 21:25:00"
263;263;"GoAir";"2019-01-04";"Delhi";"Cochin";"7:25";"6h 10m";"1 stop";"No info";4563;"2019-01-04 07:25:00";370;"2019-01-04 13:35:00"
264;264;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"6:30";"9h 50m";"1 stop";"No info";12996;"2019-01-04 06:30:00";590;"2019-01-04 16:20:00"
265;265;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"8:25";"9h 50m";"1 stop";"In-flight meal not included";7064;"2019-01-04 08:25:00";590;"2019-01-04 18:15:00"
266;266;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"17:35";"4h 40m";"1 stop";"No info";5699;"2019-01-04 17:35:00";280;"2019-01-04 22:15:00"
267;267;"IndiGo";"2019-01-04";"Banglore";"Delhi";"16:55";"3h";"non-stop";"No info";4823;"2019-01-04 16:55:00";180;"2019-01-04 19:55:00"
268;268;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"11:30";"2h 35m";"non-stop";"No info";4174;"2019-01-04 11:30:00";155;"2019-01-04 14:05:00"
269;269;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:25";"14h 30m";"1 stop";"No info";11467;"2019-01-04 20:25:00";870;"2019-01-05 10:55:00"
270;270;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"27h 40m";"1 stop";"In-flight meal not included";7064;"2019-01-04 18:55:00";1660;"2019-01-05 22:35:00"
271;271;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"20:00";"23h 50m";"1 stop";"In-flight meal not included";7064;"2019-01-04 20:00:00";1430;"2019-01-05 19:50:00"
272;272;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"21h 25m";"1 stop";"No info";12681;"2019-01-04 18:55:00";1285;"2019-01-05 16:20:00"
273;273;"Vistara";"2019-01-04";"Kolkata";"Banglore";"17:00";"6h 25m";"1 stop";"No info";8610;"2019-01-04 17:00:00";385;"2019-01-04 23:25:00"
274;274;"Vistara";"2019-01-04";"Kolkata";"Banglore";"17:00";"16h 5m";"1 stop";"No info";8662;"2019-01-04 17:00:00";965;"2019-01-05 09:05:00"
275;275;"Air India";"2019-01-04";"Kolkata";"Banglore";"16:45";"16h 10m";"2 stops";"No info";9920;"2019-01-04 16:45:00";970;"2019-01-05 08:55:00"
276;276;"Air India";"2019-01-04";"Kolkata";"Banglore";"16:45";"30h 30m";"2 stops";"No info";9237;"2019-01-04 16:45:00";1830;"2019-01-05 23:15:00"
277;277;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"6:30";"25h 45m";"1 stop";"In-flight meal not included";7064;"2019-01-04 06:30:00";1545;"2019-01-05 08:15:00"
278;278;"Air Asia";"2019-01-04";"Kolkata";"Banglore";"6:50";"3h 40m";"1 stop";"No info";5162;"2019-01-04 06:50:00";220;"2019-01-04 10:30:00"
279;279;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"9:00";"2h 25m";"non-stop";"No check-in baggage included";3841;"2019-01-04 09:00:00";145;"2019-01-04 11:25:00"
280;280;"SpiceJet";"2019-01-04";"Banglore";"Delhi";"9:30";"2h 50m";"non-stop";"No info";3971;"2019-01-04 09:30:00";170;"2019-01-04 12:20:00"
281;281;"Air India";"2019-01-04";"Kolkata";"Banglore";"16:50";"25h 40m";"1 stop";"No info";7893;"2019-01-04 16:50:00";1540;"2019-01-05 18:30:00"
282;282;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"17:15";"2h 35m";"non-stop";"No info";4174;"2019-01-04 17:15:00";155;"2019-01-04 19:50:00"
283;283;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"18:55";"9h 45m";"1 stop";"No info";12681;"2019-01-04 18:55:00";585;"2019-01-05 04:40:00"
284;284;"IndiGo";"2019-01-04";"Delhi";"Cochin";"2:00";"5h 25m";"1 stop";"No info";5164;"2019-01-04 02:00:00";325;"2019-01-04 07:25:00"
285;285;"SpiceJet";"2019-01-04";"Banglore";"Delhi";"5:55";"2h 40m";"non-stop";"No check-in baggage included";3919;"2019-01-04 05:55:00";160;"2019-01-04 08:35:00"
286;286;"Air India";"2019-01-04";"Kolkata";"Banglore";"17:30";"15h 25m";"1 stop";"No info";7893;"2019-01-04 17:30:00";925;"2019-01-05 08:55:00"
287;287;"Vistara";"2019-01-04";"Kolkata";"Banglore";"20:20";"27h 5m";"1 stop";"No info";7927;"2019-01-04 20:20:00";1625;"2019-01-05 23:25:00"
288;288;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"9:35";"11h 30m";"1 stop";"In-flight meal not included";8066;"2019-01-04 09:35:00";690;"2019-01-04 21:05:00"
289;289;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"20:20";"2h 35m";"non-stop";"No info";4488;"2019-01-04 20:20:00";155;"2019-01-04 22:55:00"
290;290;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"16:30";"27h 20m";"1 stop";"In-flight meal not included";7064;"2019-01-04 16:30:00";1640;"2019-01-05 19:50:00"
291;291;"Vistara";"2019-01-04";"Kolkata";"Banglore";"7:10";"13h 10m";"1 stop";"No info";8452;"2019-01-04 07:10:00";790;"2019-01-04 20:20:00"
292;292;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"6:30";"13h 20m";"1 stop";"In-flight meal not included";7064;"2019-01-04 06:30:00";800;"2019-01-04 19:50:00"
293;293;"IndiGo";"2019-01-04";"Banglore";"Delhi";"10:10";"2h 50m";"non-stop";"No info";3943;"2019-01-04 10:10:00";170;"2019-01-04 13:00:00"
294;294;"Jet Airways";"2019-01-04";"Banglore";"Delhi";"7:10";"3h";"non-stop";"No info";7229;"2019-01-04 07:10:00";180;"2019-01-04 10:10:00"
295;295;"Jet Airways";"2019-01-04";"Mumbai";"Hyderabad";"2:55";"1h 25m";"non-stop";"No info";5678;"2019-01-04 02:55:00";85;"2019-01-04 04:20:00"
296;296;"Jet Airways";"2019-01-04";"Delhi";"Cochin";"18:15";"24h 45m";"1 stop";"In-flight meal not included";5406;"2019-01-04 18:15:00";1485;"2019-01-05 19:00:00"
297;297;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"16:30";"7h 5m";"1 stop";"No info";12681;"2019-01-04 16:30:00";425;"2019-01-04 23:35:00"
298;298;"Jet Airways";"2019-01-04";"Kolkata";"Banglore";"21:10";"12h 55m";"1 stop";"No info";13784;"2019-01-04 21:10:00";775;"2019-01-05 10:05:00"
299;299;"IndiGo";"2019-01-04";"Kolkata";"Banglore";"15:30";"2h 35m";"non-stop";"No info";4174;"2019-01-04 15:30:00";155;"2019-01-04 18:05:00"
300;300;"Air India";"2019-01-04";"Kolkata";"Banglore";"20:45";"2h 35m";"non-stop";"No info";4460;"2019-01-04 20:45:00";155;"2019-01-04 23:20:00"
301;301;"SpiceJet";"2019-01-04";"Kolkata";"Banglore";"22:20";"2h 20m";"non-stop";"No check-in baggage included";3841;"2019-01-04 22:20:00";140;"2019-01-05 00:40:00"
302;302;"Air Asia";"2019-01-04";"Kolkata";"Banglore";"22:50";"2h 30m";"non-stop";"No info";4107;"2019-01-04 22:50:00";150;"2019-01-05 01:20:00"
303;303;"Air India";"2019-01-04";"Kolkata";"Banglore";"10:00";"13h 15m";"1 stop";"No info";7893;"2019-01-04 10:00:00";795;"2019-01-04 23:15:00"
