index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price
291,Vistara,2019-01-04,Kolkata,Banglore,7:10,13h 10m,1 stop,No info,8452
292,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,13h 20m,1 stop,In-flight meal not included,7064
293,IndiGo,2019-01-04,Banglore,Delhi,10:10,2h 50m,non-stop,No info,3943
294,Jet Airways,2019-01-04,Banglore,Delhi,7:10,3h,non-stop,No info,7229
295,Jet Airways,2019-01-04,Mumbai,Hyderabad,2:55,1h 25m,non-stop,No info,5678
296,Jet Airways,2019-01-04,Delhi,Cochin,18:15,24h 45m,1 stop,In-flight meal not included,5406
297,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,7h 5m,1 stop,No info,12681
298,Jet Airways,2019-01-04,Kolkata,Banglore,21:10,12h 55m,1 stop,No info,13784
299,IndiGo,2019-01-04,Kolkata,Banglore,15:30,2h 35m,non-stop,No info,4174
300,Air India,2019-01-04,Kolkata,Banglore,20:45,2h 35m,non-stop,No info,4460
301,SpiceJet,2019-01-04,Kolkata,Banglore,22:20,2h 20m,non-stop,No check-in baggage included,3841
302,Air Asia,2019-01-04,Kolkata,Banglore,22:50,2h 30m,non-stop,No info,4107
303,Air India,2019-01-04,Kolkata,Banglore,10:00,13h 15m,1 stop,No info,7893
304,Air India,2019-01-04,Kolkata,Banglore,7:00,27h,2 stops,No info,9836
305,Air India,2019-01-04,Kolkata,Banglore,7:00,22h 25m,2 stops,No info,12849
306,Air India,2019-01-04,Kolkata,Banglore,14:35,24h 45m,1 stop,No info,5006
307,Jet Airways,2019-01-04,Delhi,Cochin,10:00,26h 35m,1 stop,In-flight meal not included,5406
308,Air Asia,2019-01-04,Kolkata,Banglore,19:55,2h 30m,non-stop,No info,3807
309,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,11h 25m,1 stop,In-flight meal not included,7064
310,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,9h 50m,1 stop,No info,12681
311,GoAir,2019-01-04,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,5171
312,IndiGo,2019-01-04,Banglore,Delhi,1:30,2h 45m,non-stop,No info,4423
313,Vistara,2019-01-04,Kolkata,Banglore,17:00,5h 55m,1 stop,No info,8977
314,Jet Airways,2019-01-04,Kolkata,Banglore,9:35,11h 30m,1 stop,No info,10953
315,Jet Airways,2019-01-04,Banglore,Delhi,6:00,2h 45m,non-stop,In-flight meal not included,4544
316,Jet Airways,2019-01-04,Kolkata,Banglore,21:10,7h 30m,1 stop,In-flight meal not included,8849
317,Air India,2019-01-04,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,9258
318,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,28h 40m,1 stop,In-flight meal not included,7064
319,Jet Airways,2019-01-04,Kolkata,Banglore,21:10,12h 10m,1 stop,In-flight meal not included,8849
320,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,24h 55m,1 stop,In-flight meal not included,7064
321,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,28h 15m,1 stop,In-flight meal not included,7064
322,Jet Airways,2019-01-04,Kolkata,Banglore,9:35,9h 35m,1 stop,No info,11467
323,Air India,2019-01-04,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,2050
324,SpiceJet,2019-01-04,Kolkata,Banglore,15:05,5h 15m,1 stop,No info,4649
325,Vistara,2019-01-04,Kolkata,Banglore,20:20,24h,1 stop,No info,8452
326,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,24h 45m,1 stop,In-flight meal not included,7064
327,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,14h 10m,1 stop,In-flight meal not included,7064
328,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,7h 5m,1 stop,In-flight meal not included,7064
329,IndiGo,2019-01-04,Delhi,Cochin,20:25,5h 5m,1 stop,No info,5073
330,Jet Airways,2019-01-04,Delhi,Cochin,22:50,13h 45m,1 stop,In-flight meal not included,5177
331,Air India,2019-01-04,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,6245
332,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,9h 50m,1 stop,In-flight meal not included,7851
333,Air India,2019-01-04,Kolkata,Banglore,16:45,19h 15m,2 stops,No info,9920
334,Jet Airways,2019-01-04,Delhi,Cochin,10:00,9h,1 stop,In-flight meal not included,5406
335,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,11h 25m,1 stop,No info,12681
336,IndiGo,2019-01-04,Banglore,Delhi,4:00,2h 50m,non-stop,No info,3943
337,SpiceJet,2019-01-04,Delhi,Cochin,6:05,5h 15m,1 stop,No info,5351
338,Vistara,2019-01-04,Kolkata,Banglore,17:00,25h 50m,1 stop,No info,8610
339,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,9h 45m,1 stop,In-flight meal not included,7064
340,IndiGo,2019-01-04,Mumbai,Hyderabad,20:05,1h 35m,non-stop,No info,2227
341,Jet Airways,2019-01-04,Mumbai,Hyderabad,10:20,1h 30m,non-stop,In-flight meal not included,3205
342,Jet Airways,2019-01-04,Kolkata,Banglore,21:10,11h 5m,1 stop,No info,13364
343,IndiGo,2019-01-04,Delhi,Cochin,14:20,3h 15m,non-stop,No info,4729
344,IndiGo,2019-01-04,Kolkata,Banglore,8:10,4h 50m,1 stop,No info,5069
345,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,25h 45m,1 stop,In-flight meal not included,7064
346,Air Asia,2019-01-04,Banglore,Delhi,4:55,2h 50m,non-stop,No info,4282
347,IndiGo,2019-01-04,Kolkata,Banglore,4:40,2h 35m,non-stop,No info,4174
348,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,27h 35m,1 stop,No info,12681
349,Air India,2019-01-04,Banglore,Delhi,6:10,2h 45m,non-stop,No info,5176
350,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,16h 5m,1 stop,In-flight meal not included,7064
351,Jet Airways,2019-01-04,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678
352,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,26h 50m,1 stop,In-flight meal not included,7064
353,Vistara,2019-01-04,Kolkata,Banglore,20:20,26h 35m,1 stop,No info,7770
354,Jet Airways,2019-01-04,Delhi,Cochin,14:00,5h,1 stop,In-flight meal not included,5177
355,Jet Airways,2019-01-04,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,11467
356,Air India,2019-01-04,Mumbai,Hyderabad,6:20,1h 20m,non-stop,No info,3100
357,IndiGo,2019-01-04,Kolkata,Banglore,18:05,5h 25m,1 stop,No info,6284
358,Air India,2019-01-04,Kolkata,Banglore,16:50,25h 30m,2 stops,No info,7893
359,Air India,2019-01-04,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,2050
360,IndiGo,2019-01-04,Kolkata,Banglore,9:20,4h 55m,1 stop,No info,10308
361,Jet Airways,2019-01-04,Kolkata,Banglore,9:35,25h 20m,1 stop,No info,11467
362,Air India,2019-01-04,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,10408
363,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,12h 15m,1 stop,In-flight meal not included,7064
364,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,17h 5m,1 stop,In-flight meal not included,7064
365,GoAir,2019-01-04,Banglore,Delhi,20:55,2h 45m,non-stop,No info,4239
366,SpiceJet,2019-01-04,Kolkata,Banglore,8:35,8h 40m,1 stop,No info,6013
367,Air India,2019-01-04,Kolkata,Banglore,9:10,4h 5m,1 stop,No info,5793
368,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,11h 45m,1 stop,In-flight meal not included,7064
369,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,22h 10m,1 stop,In-flight meal not included,7064
370,Jet Airways,2019-01-04,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040
371,Air India,2019-01-04,Kolkata,Banglore,9:25,20h,2 stops,No info,12219
372,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,24h 55m,1 stop,No info,12681
373,Air India,2019-01-04,Kolkata,Banglore,9:25,25h 5m,2 stops,No info,12009
374,Vistara,2019-01-04,Banglore,Delhi,19:30,2h 45m,non-stop,No info,5613
375,SpiceJet,2019-01-04,Kolkata,Banglore,17:10,2h 30m,non-stop,No check-in baggage included,3841
376,Air India,2019-01-04,Kolkata,Banglore,5:50,7h 25m,2 stops,No info,5562
377,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,12h 10m,1 stop,In-flight meal not included,7064
378,IndiGo,2019-01-04,Mumbai,Hyderabad,2:35,1h 30m,non-stop,No info,2754
379,IndiGo,2019-01-04,Mumbai,Hyderabad,19:05,1h 30m,non-stop,No info,2754
380,Jet Airways,2019-01-04,Delhi,Cochin,9:00,27h 35m,1 stop,In-flight meal not included,5406
381,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,26h 35m,1 stop,In-flight meal not included,7064
382,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,14h 25m,1 stop,In-flight meal not included,7064
383,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,22h 15m,1 stop,No info,12681
384,IndiGo,2019-01-04,Banglore,Delhi,20:00,2h 50m,non-stop,No info,4823
385,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,23h 50m,1 stop,No info,12681
386,Air India,2019-01-04,Banglore,Delhi,13:20,2h 50m,non-stop,No info,5911
387,Air India,2019-01-04,Kolkata,Banglore,20:30,15h 30m,1 stop,No info,7893
388,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,6h 5m,1 stop,In-flight meal not included,7064
389,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,17h 5m,1 stop,In-flight meal not included,7064
390,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,27h 20m,1 stop,No info,12681
391,Air India,2019-01-04,Kolkata,Banglore,16:45,27h 40m,2 stops,No info,9920
392,Jet Airways,2019-01-04,Kolkata,Banglore,10:20,7h 15m,1 stop,In-flight meal not included,6077
393,GoAir,2019-01-04,Banglore,Delhi,7:45,2h 55m,non-stop,No info,4239
394,Jet Airways,2019-01-04,Kolkata,Banglore,20:25,25h 40m,1 stop,No info,12121
395,SpiceJet,2019-01-04,Banglore,Delhi,21:10,2h 55m,non-stop,No check-in baggage included,3573
396,IndiGo,2019-01-04,Kolkata,Banglore,19:35,3h 40m,1 stop,No info,4226
397,Vistara,2019-01-04,Banglore,Delhi,21:00,2h 50m,non-stop,No info,5403
398,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,26h 35m,1 stop,No info,12681
399,Air India,2019-01-04,Delhi,Cochin,9:45,23h 40m,1 stop,No info,5117
400,Air India,2019-01-04,Kolkata,Banglore,12:00,9h 50m,2 stops,No info,9258
401,IndiGo,2019-01-04,Mumbai,Hyderabad,16:55,1h 30m,non-stop,No info,3175
402,SpiceJet,2019-01-04,Mumbai,Hyderabad,13:15,1h 30m,non-stop,No check-in baggage included,1965
403,IndiGo,2019-01-04,Banglore,Delhi,8:30,2h 50m,non-stop,No info,4823
404,Jet Airways,2019-01-04,Delhi,Cochin,18:15,18h 20m,1 stop,In-flight meal not included,5406
405,SpiceJet,2019-01-04,Kolkata,Banglore,6:55,2h 35m,non-stop,No check-in baggage included,3841
406,SpiceJet,2019-01-04,Banglore,Delhi,21:10,2h 55m,non-stop,No info,3625
407,Air India,2019-01-04,Kolkata,Banglore,9:50,11h 15m,1 stop,No info,8030
408,SpiceJet,2019-01-04,Banglore,Delhi,5:55,2h 40m,non-stop,No info,3971
409,Air India,2019-01-04,Delhi,Cochin,20:40,12h 45m,1 stop,No info,5117
410,SpiceJet,2019-01-04,Delhi,Cochin,17:55,4h 55m,1 stop,No info,4957
411,Vistara,2019-01-04,Kolkata,Banglore,7:10,15h 45m,1 stop,No info,8295
412,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,12h 20m,1 stop,In-flight meal not included,7064
413,IndiGo,2019-01-04,Kolkata,Banglore,21:00,5h 15m,1 stop,No info,5930
414,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,7h 55m,1 stop,In-flight meal not included,7851
415,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,5h 30m,1 stop,In-flight meal not included,10056
416,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,23h 50m,1 stop,In-flight meal not included,7064
417,IndiGo,2019-01-04,Mumbai,Hyderabad,21:20,1h 30m,non-stop,No info,2227
418,Vistara,2019-01-04,Banglore,Delhi,11:30,2h 50m,non-stop,No info,5403
419,IndiGo,2019-01-04,Banglore,Delhi,6:05,2h 45m,non-stop,No info,3943
420,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,20h 20m,1 stop,In-flight meal not included,7064
421,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,11h 45m,1 stop,No info,12681
422,Vistara,2019-01-04,Kolkata,Banglore,7:10,11h 40m,1 stop,No info,7927
423,Vistara,2019-01-04,Delhi,Cochin,14:40,3h 10m,non-stop,No info,4851
424,Jet Airways,2019-01-04,Kolkata,Banglore,6:30,14h 15m,1 stop,In-flight meal not included,7064
425,Jet Airways,2019-01-04,Banglore,Delhi,19:50,3h,non-stop,In-flight meal not included,4544
426,Air India,2019-01-04,Delhi,Cochin,17:20,16h 5m,1 stop,No info,5117
427,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,12h 10m,1 stop,No info,12681
428,Vistara,2019-01-04,Kolkata,Banglore,20:20,14h 25m,1 stop,No info,8505
429,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,25h 50m,1 stop,In-flight meal not included,7064
430,SpiceJet,2019-01-04,Banglore,Delhi,9:30,2h 50m,non-stop,No check-in baggage included,3919
431,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,27h 35m,1 stop,In-flight meal not included,7064
432,Jet Airways,2019-01-04,Banglore,Delhi,18:55,3h 5m,non-stop,In-flight meal not included,4544
433,Jet Airways,2019-01-04,Kolkata,Banglore,9:35,8h 25m,1 stop,In-flight meal not included,9314
434,IndiGo,2019-01-04,Banglore,Delhi,7:10,2h 55m,non-stop,No info,4823
435,Vistara,2019-01-04,Kolkata,Banglore,20:20,12h 45m,1 stop,No info,7980
436,Jet Airways,2019-01-04,Banglore,Delhi,15:15,2h 55m,non-stop,No info,7229
437,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,15h 10m,1 stop,In-flight meal not included,7064
438,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,7h 55m,1 stop,No info,12996
439,Vistara,2019-01-04,Kolkata,Banglore,7:10,27h 35m,1 stop,No info,8505
440,Jet Airways,2019-01-04,Kolkata,Banglore,8:25,12h 20m,1 stop,No info,12681
441,IndiGo,2019-01-04,Banglore,Delhi,13:00,2h 50m,non-stop,No info,4591
442,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,15h 45m,1 stop,In-flight meal not included,7064
443,Jet Airways,2019-01-04,Banglore,Delhi,17:45,3h,non-stop,In-flight meal not included,4544
444,Jet Airways,2019-01-04,Kolkata,Banglore,14:05,8h 30m,1 stop,No info,13364
445,Air India,2019-01-04,Kolkata,Banglore,9:50,13h 25m,2 stops,No info,12125
446,Air India,2019-01-04,Kolkata,Banglore,17:30,18h 30m,1 stop,No info,7893
447,Jet Airways,2019-01-04,Kolkata,Banglore,20:00,12h 15m,1 stop,No info,12681
448,Vistara,2019-01-04,Kolkata,Banglore,20:20,22h 30m,1 stop,No info,7927
449,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,28h 15m,1 stop,No info,12681
450,Air India,2019-01-04,Kolkata,Banglore,12:00,23h 10m,2 stops,No info,9258
451,Jet Airways,2019-01-04,Kolkata,Banglore,14:05,6h 40m,1 stop,No info,13364
452,Jet Airways,2019-01-04,Kolkata,Banglore,16:30,23h 50m,1 stop,No info,12681
453,Jet Airways,2019-01-04,Kolkata,Banglore,18:55,13h 20m,1 stop,No info,12681
454,Air India,2019-01-04,Delhi,Cochin,5:10,2h 50m,non-stop,No info,4729
455,Vistara,2019-01-04,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,9135
456,Air India,2019-01-05,Kolkata,Banglore,9:50,23h 5m,2 stops,No info,13227
457,Air India,2019-01-05,Kolkata,Banglore,9:50,23h 5m,2 stops,No info,13227
458,Air India,2019-01-05,Kolkata,Banglore,16:45,28h 20m,1 stop,No info,7452
459,IndiGo,2019-01-05,Kolkata,Banglore,20:20,2h 35m,non-stop,No info,4804
460,Air India,2019-01-05,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,10151
461,IndiGo,2019-01-05,Banglore,Delhi,18:25,2h 55m,non-stop,No info,4823
462,IndiGo,2019-01-05,Delhi,Cochin,7:30,13h 30m,1 stop,No info,8542
463,IndiGo,2019-01-05,Chennai,Kolkata,19:35,2h 20m,non-stop,No info,3597
464,Jet Airways,2019-01-05,Kolkata,Banglore,10:20,7h 15m,1 stop,In-flight meal not included,5608
465,Jet Airways,2019-01-05,Kolkata,Banglore,20:00,14h 5m,1 stop,No info,13941
466,Jet Airways,2019-01-05,Kolkata,Banglore,6:30,26h 50m,1 stop,In-flight meal not included,9663
467,IndiGo,2019-01-05,Mumbai,Hyderabad,20:05,1h 35m,non-stop,No info,2227
468,Jet Airways,2019-01-05,Banglore,Delhi,8:20,3h,non-stop,In-flight meal not included,5198
469,IndiGo,2019-01-05,Chennai,Kolkata,5:15,2h 25m,non-stop,No info,3850
470,Vistara,2019-01-05,Banglore,Delhi,7:00,2h 40m,non-stop,No info,4668
471,Jet Airways,2019-01-05,Kolkata,Banglore,18:55,15h 10m,1 stop,In-flight meal not included,8586
472,Air India,2019-01-05,Kolkata,Banglore,12:00,9h 50m,2 stops,No info,10676
473,IndiGo,2019-01-05,Kolkata,Banglore,19:35,3h 40m,1 stop,No info,4226
474,Air Asia,2019-01-05,Kolkata,Banglore,7:35,15h 55m,1 stop,No info,5192
475,Jet Airways,2019-01-05,Banglore,Delhi,18:55,3h 5m,non-stop,In-flight meal not included,4030
476,Jet Airways,2019-01-05,Kolkata,Banglore,9:35,8h 25m,1 stop,In-flight meal not included,10703
477,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,21h 25m,1 stop,In-flight meal not included,9314
478,Jet Airways,2019-01-05,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,14781
479,SpiceJet,2019-01-05,Chennai,Kolkata,17:45,2h 20m,non-stop,No check-in baggage included,3543
480,Air Asia,2019-01-05,Kolkata,Banglore,15:10,8h 20m,2 stops,No info,5192
481,IndiGo,2019-01-05,Kolkata,Banglore,11:30,2h 35m,non-stop,No info,5644
482,SpiceJet,2019-01-05,Kolkata,Banglore,11:15,7h 15m,1 stop,No info,8844
483,Vistara,2019-01-05,Kolkata,Banglore,17:00,17h 45m,1 stop,No info,9187
484,Air India,2019-01-05,Kolkata,Banglore,7:00,9h 15m,1 stop,No info,10203
485,SpiceJet,2019-01-05,Kolkata,Banglore,9:00,2h 25m,non-stop,No info,4174
486,Jet Airways,2019-01-05,Kolkata,Banglore,10:20,7h 15m,1 stop,No info,8355
487,Jet Airways,2019-01-05,Banglore,Delhi,17:45,3h,non-stop,No info,7229
488,IndiGo,2019-01-05,Banglore,Delhi,0:30,2h 55m,non-stop,No info,4284
489,IndiGo,2019-01-05,Kolkata,Banglore,17:15,2h 35m,non-stop,No info,4804
490,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,6h 35m,1 stop,No info,13067
491,Air India,2019-01-05,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,3100
492,IndiGo,2019-01-05,Kolkata,Banglore,9:20,4h 55m,1 stop,No info,8443
493,SpiceJet,2019-01-05,Kolkata,Banglore,9:00,2h 25m,non-stop,No check-in baggage included,3841
494,GoAir,2019-01-05,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,6484
495,Jet Airways,2019-01-05,Kolkata,Banglore,16:30,12h 10m,1 stop,In-flight meal not included,8586
496,Jet Airways,2019-01-05,Mumbai,Hyderabad,2:55,1h 25m,non-stop,In-flight meal not included,3210
497,Jet Airways,2019-01-05,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040
498,IndiGo,2019-01-05,Kolkata,Banglore,4:40,2h 35m,non-stop,No info,4804
499,IndiGo,2019-01-05,Mumbai,Hyderabad,9:10,1h 30m,non-stop,No info,4575
500,Jet Airways,2019-01-05,Kolkata,Banglore,9:35,9h 35m,1 stop,In-flight meal not included,9314
501,IndiGo,2019-01-05,Banglore,Delhi,1:30,2h 45m,non-stop,No info,4077
502,GoAir,2019-01-05,Banglore,Delhi,20:55,2h 45m,non-stop,No info,3898
503,Air India,2019-01-05,Kolkata,Banglore,20:30,17h 15m,2 stops,No info,15164
504,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,16h 45m,1 stop,In-flight meal not included,9314
505,Air India,2019-01-05,Kolkata,Banglore,10:00,6h 15m,1 stop,No info,10203
506,Jet Airways,2019-01-05,Kolkata,Banglore,20:00,13h 20m,1 stop,In-flight meal not included,9663
507,Air India,2019-01-05,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,3625
508,Jet Airways,2019-01-05,Kolkata,Banglore,14:05,18h 10m,1 stop,No info,13941
509,Jet Airways,2019-01-05,Delhi,Cochin,23:05,29h 20m,2 stops,No info,16704
510,Jet Airways,2019-01-05,Kolkata,Banglore,20:25,24h 40m,1 stop,No info,12121
511,Air India,2019-01-05,Kolkata,Banglore,16:45,19h 45m,2 stops,No info,14960
512,Air India,2019-01-05,Kolkata,Banglore,9:25,20h,2 stops,No info,14687
513,Jet Airways,2019-01-05,Mumbai,Hyderabad,2:55,1h 25m,non-stop,No info,5678
514,Jet Airways,2019-01-05,Kolkata,Banglore,20:25,25h 40m,1 stop,No info,14151
515,Jet Airways,2019-01-05,Kolkata,Banglore,18:55,15h 10m,1 stop,No info,13941
516,IndiGo,2019-01-05,Delhi,Cochin,18:35,6h 55m,1 stop,No info,8854
517,IndiGo,2019-01-05,Kolkata,Banglore,15:15,4h 50m,1 stop,No info,4775
518,SpiceJet,2019-01-05,Mumbai,Hyderabad,22:45,1h 30m,non-stop,No check-in baggage included,1965
519,SpiceJet,2019-01-05,Chennai,Kolkata,9:45,2h 15m,non-stop,No info,3597
520,Vistara,2019-01-05,Kolkata,Banglore,20:20,12h 45m,1 stop,No info,8452
521,Jet Airways,2019-01-05,Delhi,Cochin,5:30,22h 55m,2 stops,No info,15129
522,Air India,2019-01-05,Kolkata,Banglore,16:50,20h 55m,2 stops,No info,16372
523,Air Asia,2019-01-05,Banglore,Delhi,23:55,2h 50m,non-stop,No info,4483
524,Air India,2019-01-05,Delhi,Cochin,20:40,12h 45m,1 stop,No info,7480
525,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,25h,1 stop,No info,11467
526,Vistara,2019-01-05,Kolkata,Banglore,7:10,25h 55m,1 stop,No info,8452
527,Air India,2019-01-05,Kolkata,Banglore,9:25,9h 5m,1 stop,No info,8891
528,Air India,2019-01-05,Kolkata,Banglore,19:00,16h 5m,1 stop,No info,6117
529,SpiceJet,2019-01-05,Kolkata,Banglore,17:10,2h 30m,non-stop,No info,4174
530,Jet Airways,2019-01-05,Kolkata,Banglore,14:05,14h 35m,1 stop,No info,13941
531,Air India,2019-01-05,Kolkata,Banglore,5:50,30h 40m,2 stops,No info,12723
532,Air India,2019-01-05,Kolkata,Banglore,14:35,24h,1 stop,No info,7001
533,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,21h 25m,1 stop,No info,11467
534,SpiceJet,2019-01-05,Kolkata,Banglore,22:20,2h 20m,non-stop,No info,3873
535,Jet Airways,2019-01-05,Kolkata,Banglore,20:00,13h 20m,1 stop,No info,14388
536,Multiple carriers,2019-01-05,Delhi,Cochin,9:00,10h 15m,1 stop,No info,15373
537,Jet Airways,2019-01-05,Kolkata,Banglore,9:35,25h 20m,1 stop,No info,12121
538,Air India,2019-01-05,Kolkata,Banglore,19:00,9h 40m,1 stop,No info,6117
539,Jet Airways,2019-01-05,Kolkata,Banglore,6:30,13h 20m,1 stop,No info,14781
540,Jet Airways,2019-01-05,Kolkata,Banglore,20:00,14h 5m,1 stop,In-flight meal not included,8586
541,Jet Airways,2019-01-05,Kolkata,Banglore,17:00,29h 5m,1 stop,No info,14151
542,SpiceJet,2019-01-05,Kolkata,Banglore,6:55,2h 35m,non-stop,No info,3873
543,Jet Airways,2019-01-05,Kolkata,Banglore,16:30,6h 5m,1 stop,No info,14781
544,IndiGo,2019-01-05,Banglore,Delhi,6:05,2h 45m,non-stop,No info,4423
545,Air India,2019-01-05,Kolkata,Banglore,5:50,7h 25m,2 stops,No info,7662
546,Multiple carriers,2019-01-05,Delhi,Cochin,10:20,8h 40m,1 stop,No info,9794
547,Vistara,2019-01-05,Banglore,Delhi,21:00,2h 50m,non-stop,No info,4668
548,Jet Airways,2019-01-05,Kolkata,Banglore,14:05,21h 55m,1 stop,No info,14388
549,Air India,2019-01-05,Kolkata,Banglore,5:50,34h 25m,2 stops,No info,10991
550,Jet Airways,2019-01-05,Banglore,Delhi,8:20,3h,non-stop,No info,7229
551,Jet Airways,2019-01-05,Mumbai,Hyderabad,7:05,1h 25m,non-stop,No info,8040
552,Vistara,2019-01-05,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,8610
553,IndiGo,2019-01-05,Kolkata,Banglore,18:05,5h 25m,1 stop,No info,6218
554,Air India,2019-01-05,Kolkata,Banglore,5:50,17h 25m,2 stops,No info,10991
555,IndiGo,2019-01-05,Banglore,Delhi,13:00,2h 50m,non-stop,No info,4423
556,Jet Airways,2019-01-05,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678
